,Player,Market Value (Euros),Predicted Market Value (Euros),Age,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
2399,Hwang Hyun Soo,"900,000","499,169",25,39.5,63.7,51.2,33.7,63.7,47.5,10.6
2400,Eduardo Del Ángel,"424,999","499,059",20,58.5,61.7,55.7,57.7,63.9,47.1,11.6
2401,Marco,"550,000","498,956",25,18.5,19.0,25.3,17.7,47.6,17.2,63.8
2402,Nicky Devlin,"550,000","498,576",26,58.5,58.3,61.0,55.7,77.7,49.8,10.4
2403,Kevin Conrad,"524,999","498,381",30,53.5,64.0,56.5,56.0,71.3,35.0,10.4
2404,Lewis Alessandra,"350,000","497,357",31,62.5,28.3,51.7,52.3,75.9,58.4,9.8
2405,Alexander Brunst,"550,000","497,044",25,19.0,13.7,25.7,19.0,43.7,20.4,64.0
2406,Jørgen Skjelvik,"474,999","495,689",29,59.5,62.7,58.3,58.0,73.3,50.0,10.4
2407,Ferdinand Oswald,"550,000","495,604",29,12.0,11.0,25.8,20.0,37.9,15.5,64.8
2408,Kortne Ford,"675,000","494,995",24,41.0,62.7,51.3,34.0,67.7,30.0,13.4
2409,Keijiro Ogawa,"575,000","494,898",28,65.5,49.0,56.7,63.3,70.0,56.2,10.8
2410,James Talbot,"675,000","494,781",23,22.0,16.7,34.7,24.3,45.0,20.9,63.0
2411,Lachlan Wales,"424,999","494,546",22,60.5,21.0,54.2,56.0,67.7,52.1,10.6
2412,Neyder Lozano,"874,999","494,518",26,55.0,63.0,54.8,47.3,69.9,42.8,9.8
2413,Agustín Bolivar,"275,000","493,941",24,61.0,58.7,58.0,63.0,63.3,47.9,7.6
2414,Jordan Lotomba,"750,000","493,694",21,62.5,56.0,55.2,61.0,69.9,46.4,11.6
2415,Pablo Labrin,"450,000","493,692",20,65.5,56.0,53.2,57.7,67.9,49.9,9.8
2416,Kevin Goden,"599,999","492,802",21,58.0,61.7,51.5,51.0,70.0,41.2,9.2
2417,Shaun Whalley,"575,000","492,176",33,65.0,35.7,51.0,59.7,77.6,50.4,12.6
2418,André Dej,"474,999","491,454",28,61.5,53.3,60.7,65.3,68.3,60.8,11.6
2419,Kim Min Hyeok,"524,999","491,430",28,61.5,38.3,62.2,59.0,65.0,56.4,9.6
2420,Luke Hannant,"450,000","491,399",26,63.0,52.3,63.7,55.3,69.3,47.8,8.4
2421,Lee Grant,"400,000","491,108",37,22.5,17.3,43.0,34.0,50.4,21.9,70.4
2422,Leandro Fernandes,"350,000","491,091",20,65.5,50.0,52.7,60.7,62.7,54.8,10.4
2423,Josh Mullin,"474,999","490,826",28,63.5,26.7,49.2,61.0,68.1,57.5,9.6
2424,Junior Morias,"424,999","490,691",25,62.0,25.7,49.2,41.0,72.7,52.4,11.0
2425,David Amoo,"550,000","490,513",29,63.5,36.3,52.3,57.3,79.3,53.9,12.8
2426,Luke Mulholland,"275,000","489,556",32,62.5,62.3,62.7,59.3,61.6,59.2,10.6
2427,Hans Salinas,"625,000","489,552",30,63.0,56.0,56.2,64.0,76.3,61.1,8.8
2428,Abdoulaye Dabo,"750,000","489,013",19,67.0,63.3,49.8,65.7,55.6,54.8,9.0
2429,Louis Yamaguchi,"474,999","488,638",22,14.0,10.3,24.2,22.7,31.3,15.4,64.0
2430,Mitch Pinnock,"499,999","488,594",25,63.0,40.0,53.0,62.0,69.9,55.4,11.4
2431,Christian Kinsombi,"575,000","488,028",21,61.5,30.3,48.5,57.7,74.0,41.0,11.4
2432,Nikola Mileusnić,"499,999","487,347",27,63.0,21.7,47.5,51.7,73.4,55.1,10.8
2433,Sékou Condé,"599,999","487,263",27,35.0,63.7,48.2,43.7,57.6,36.0,7.2
2434,Mark Marshall,"424,999","487,203",33,65.0,43.7,51.0,59.3,80.7,52.4,13.8
2435,Mustafa Akbaş,"550,000","486,593",30,59.0,64.3,58.0,60.3,57.7,52.1,12.2
2436,Connor Pain,"375,000","485,943",26,62.0,52.3,54.8,54.0,82.7,56.1,12.8
2437,Harry McKirdy,"575,000","485,743",23,62.5,30.3,51.3,60.0,67.4,50.1,10.8
2438,Fabian Ahumada,"424,999","485,026",24,64.5,27.3,45.0,57.3,68.7,51.0,12.6
2439,Ross Sykes,"599,999","484,690",21,49.0,62.0,51.0,45.0,63.6,34.9,11.4
2440,Hamza Massoudi,"649,999","483,856",20,73.5,34.0,48.5,50.3,63.1,47.0,10.4
2441,Paul Mullin,"400,000","483,817",25,61.5,32.7,47.8,51.0,65.1,60.9,9.6
2442,Moreno,"499,999","482,374",19,65.5,36.0,45.8,60.3,58.3,54.0,11.0
2443,Giovanny Martinez,"424,999","481,638",31,66.5,59.7,62.0,57.7,64.4,47.5,9.4
2444,Eric Hottmann,"450,000","481,352",20,62.0,21.3,50.0,54.3,63.3,50.5,10.4
2445,Carlos Ramírez,"575,000","481,142",32,53.0,64.3,61.8,56.3,65.4,59.5,8.6
2446,Sondre Bjørshol,"599,999","480,734",26,60.5,62.0,57.0,59.3,70.7,29.6,10.8
2447,Nando Nöstlinger,"400,000","480,229",22,62.0,35.3,48.8,60.7,64.0,59.1,9.0
2448,Fernand Mayembo,"849,999","479,522",24,44.0,63.7,48.0,49.3,57.6,38.2,11.2
2449,Seifedin Chabbi,"550,000","479,423",27,64.5,18.7,46.0,42.7,62.9,54.1,9.4
2450,Fidencio Oviedo,"700,000","479,406",33,59.5,64.7,62.7,58.7,62.4,42.5,9.2
2451,Elliott List,"499,999","479,020",23,63.5,28.0,42.5,47.0,81.1,51.6,10.6
2452,Nicolas Kocik,"424,999","478,547",22,11.0,13.0,27.5,17.0,48.9,14.2,62.6
2453,Luis Carlos Cabezas,"400,000","476,975",34,63.0,29.7,53.2,41.3,62.4,60.0,12.0
2454,Scott Fraser,"700,000","476,717",25,66.0,51.3,58.2,61.7,61.9,50.8,12.8
2455,Jo Sung Joon,"550,000","476,394",29,67.0,34.7,48.0,55.7,74.1,45.8,11.4
2456,Fernando Guerrero,"750,000","475,966",31,67.5,55.0,50.7,59.3,74.9,52.2,12.0
2457,Alfie McCalmont,"424,999","475,191",20,64.5,55.3,56.2,56.7,65.9,48.2,8.8
2458,Alejandro Zamudio,"575,000","475,125",22,65.0,53.0,55.8,60.7,64.6,50.5,11.4
2459,Ben Sheaf,"750,000","475,059",22,57.5,60.0,59.2,57.3,66.6,48.2,12.8
2460,Antoine Baroan,"424,999","475,022",20,61.0,22.7,44.8,55.0,64.7,57.4,9.4
2461,Abdullah Madu,"774,999","474,312",27,40.0,63.0,49.2,44.3,55.7,34.6,9.2
2462,Kenzo Goudmijn,"725,000","474,265",18,64.5,48.3,52.7,61.0,63.3,50.8,9.8
2463,Ally Gilchrist,"299,999","474,125",25,48.0,65.3,49.7,42.3,57.9,47.2,13.6
2464,Pedro Perlaza,"375,000","473,941",29,65.0,61.3,60.3,60.3,71.3,34.0,8.4
2465,Aapo Halme,"949,999","473,893",22,58.0,61.3,53.5,48.3,52.1,29.2,11.0
2466,Louis Carnot,"625,000","473,253",19,61.0,49.0,59.0,62.7,61.6,55.2,11.0
2467,Ryan Hardie,"800,000","473,005",23,61.5,20.3,46.3,45.7,73.1,52.5,10.6
2468,Iván Rivas,"774,999","472,720",32,65.5,56.0,63.3,62.7,72.7,54.5,11.2
2469,Jesús Zavala,"474,999","472,674",33,62.0,64.3,63.2,61.0,63.1,53.6,12.6
2470,Trevor Doornbusch,"474,999","472,601",21,16.0,10.0,31.5,18.0,40.0,15.0,62.0
2471,Kim Tae Hwan,"499,999","472,076",20,44.0,60.7,48.5,41.0,69.1,31.6,11.4
2472,Daniel Segura,"400,000","471,808",21,62.0,22.7,49.7,58.0,59.3,47.1,9.6
2473,Theo Archibald,"375,000","471,232",22,62.5,56.3,56.2,55.3,69.7,56.2,10.0
2474,Kim Bo Seop,"350,000","470,745",22,60.0,16.7,50.5,45.3,71.6,50.6,9.8
2475,Andrew Considine,"675,000","470,667",33,60.0,67.3,51.8,60.3,63.6,36.8,11.2
2476,Petr Schwarz,"474,999","470,292",28,63.0,52.0,60.0,65.0,69.9,55.5,9.8
2477,Simon Kroon,"625,000","470,104",27,63.0,35.0,56.3,56.7,71.0,55.2,11.0
2478,Ridge Munsy,"550,000","470,047",31,61.5,28.0,53.3,43.0,69.3,56.6,12.8
2479,Ashley Williams,"649,999","469,873",36,58.5,69.3,60.7,54.7,55.6,43.0,10.0
2480,Fepe Avedo,"499,999","469,765",32,18.5,13.7,37.8,16.3,52.6,22.9,66.0
2481,Raphael Obermair,"324,999","469,624",24,69.0,51.7,50.8,57.7,60.6,55.1,10.6
2482,Jérémy Vachoux,"550,000","469,621",26,18.0,12.7,34.0,17.3,39.0,19.6,63.8
2483,Cristian Flores,"474,999","469,232",30,23.0,13.7,28.8,32.3,54.6,20.6,65.8
2484,Antonio Jonjić,"424,999","468,834",21,65.0,30.0,48.8,52.0,65.7,49.6,11.4
2485,Rasmus Nicolaisen,"725,000","468,809",23,57.5,62.3,53.2,50.3,66.7,39.9,12.0
2486,Julián Palacios,"675,000","468,699",21,62.5,51.3,55.7,61.3,67.1,55.1,9.6
2487,Óliver Benítez,"649,999","467,695",29,32.5,66.3,49.3,35.7,58.0,45.2,13.2
2488,Masaya Matsumoto,"324,999","467,383",25,65.0,59.7,53.3,58.7,68.4,46.0,12.2
2489,Roman Macek,"375,000","467,241",23,66.0,53.7,54.7,62.0,59.3,51.5,11.2
2490,Manuel Arteaga,"400,000","465,980",26,66.5,26.0,45.8,46.3,61.4,54.4,10.8
2491,Timmy Thiele,"575,000","465,335",29,62.5,17.0,48.8,51.7,69.0,58.1,12.4
2492,André Micael,"450,000","465,328",31,42.5,63.3,53.0,41.7,51.0,36.4,10.2
2493,Agustín Ale,"725,000","465,075",25,49.5,63.3,50.8,55.0,60.9,38.9,10.6
2494,Stiven Vega,"450,000","464,741",22,62.0,60.3,52.2,49.0,69.0,30.6,11.6
2495,Markus Kaasa,"499,999","464,609",23,66.0,52.7,57.2,57.0,67.1,48.8,10.0
2496,Nikita Medvedev,"550,000","463,551",25,13.5,10.7,28.2,22.7,30.0,15.8,64.0
2497,Filippo Perucchini,"450,000","463,448",28,19.0,15.7,29.5,24.0,48.3,18.2,64.0
2498,David Boateng,"400,000","463,447",19,60.0,58.7,58.2,57.0,63.3,53.1,11.8
2499,Linda Mntambo,"424,999","463,046",31,66.0,48.3,57.2,66.0,69.1,53.5,8.8
2500,Samy Mmaee,"675,000","462,390",24,54.5,62.0,52.2,53.7,68.4,33.6,10.0
2501,Danilo Wiebe,"599,999","462,240",26,57.5,61.7,57.7,55.7,62.3,43.6,7.4
2502,David Kiki,"400,000","462,050",26,62.0,59.0,57.7,61.0,69.1,47.2,12.0
2503,Marcelino Carreazo,"874,999","462,043",22,64.0,44.0,60.2,56.7,73.4,45.5,13.4
2504,Sam Mantom,"474,999","461,992",28,62.0,61.3,63.7,62.0,70.0,59.8,1.0
2505,Toshio Shimakawa,"550,000","461,781",30,55.0,63.7,59.3,55.3,67.7,51.0,10.0
2506,Jean Deretti,"524,999","461,344",27,65.5,36.0,50.0,61.7,61.1,57.8,10.6
2507,José Carlos,"675,000","461,223",24,56.0,64.3,49.5,60.7,55.7,43.4,7.8
2508,Andrija Vukčević,"450,000","460,594",23,59.5,60.3,56.7,56.7,68.3,52.5,10.4
2509,Leif Davis,"725,000","460,247",20,57.0,59.7,51.3,56.7,68.7,33.9,10.2
2510,Ingo van Weert,"424,999","459,879",26,41.0,63.3,50.0,50.3,61.7,39.0,12.0
2511,John Mousinho,"424,999","459,341",34,60.0,65.7,63.5,58.0,63.4,55.8,12.6
2512,Wes McDonald,"625,000","459,290",23,63.0,34.3,51.2,57.0,71.4,51.0,11.0
2513,Juan Carlos Arce,"524,999","459,011",35,71.0,38.3,59.2,57.3,59.7,60.5,13.6
2514,Matías Nani,"800,000","458,764",22,47.5,62.7,49.0,43.7,63.3,36.5,12.2
2515,Ignacio Cechi,"375,000","458,337",19,64.0,53.0,55.0,59.0,63.9,51.8,8.2
2516,Josemi Castañeda,"474,999","458,186",22,66.0,56.7,53.8,60.7,54.0,55.4,9.8
2517,Lukas Boeder,"550,000","458,186",23,55.5,60.7,52.5,57.0,70.4,37.5,9.4
2518,Jeizon Ramírez,"375,000","458,163",19,61.5,28.3,47.2,58.7,64.7,49.6,11.4
2519,Nicklas Røjkjær,"375,000","456,999",22,63.0,21.3,47.8,55.3,61.9,52.1,7.6
2520,Anis Ben Slimane,"625,000","456,932",19,66.0,50.0,54.8,58.7,61.3,48.0,10.0
2521,Stephen McGinn,"350,000","455,940",31,63.5,56.7,63.7,61.0,61.6,57.1,12.6
2522,Cristian Ojeda,"550,000","455,544",21,65.0,33.3,47.2,57.3,62.1,52.9,7.2
2523,Joaquín Larrivey,"924,999","455,476",36,62.0,42.3,64.3,51.7,63.3,65.1,11.8
2524,Zhao Honglue,"524,999","455,095",30,64.0,62.0,56.0,63.7,68.3,39.8,8.0
2525,Mehdi Jeannin,"324,999","454,689",29,16.0,15.7,29.3,21.7,50.0,15.8,64.0
2526,Braian Martínez,"524,999","454,404",21,60.0,37.3,52.7,46.0,67.0,56.5,10.2
2527,Seth Paintsil,"400,000","454,368",24,64.0,25.0,43.7,56.3,71.9,50.9,8.8
2528,Erik Engelhardt,"324,999","454,348",22,62.5,15.0,46.2,45.7,69.6,50.4,12.0
2529,Gonzalo Collao,"424,999","454,345",23,8.5,15.7,33.5,21.0,44.9,14.6,62.2
2530,Görkem Sağlam,"625,000","453,896",22,62.5,55.7,51.8,62.7,67.9,53.8,9.2
2531,Kazunari Ono,"450,000","453,247",31,42.5,65.3,51.7,39.0,65.4,30.0,9.0
2532,Alex Rambal,"474,999","453,121",27,56.5,64.7,50.7,51.3,63.1,41.2,9.4
2533,Desevio Payne,"424,999","453,005",24,59.5,60.7,55.3,54.3,70.6,38.6,11.2
2534,Paris Cowan-Hall,"450,000","452,866",29,63.0,33.3,49.5,56.7,77.3,55.0,12.2
2535,Rafael,"400,000","452,215",38,18.0,18.7,38.0,20.7,40.1,17.1,71.2
2536,San Román,"625,000","451,567",23,11.5,11.7,28.0,15.7,35.3,15.8,63.0
2537,Thorsten Kirschbaum,"474,999","451,559",33,19.5,11.0,31.3,27.7,39.6,18.0,66.6
2538,Luis Carlos Ruiz,"599,999","449,591",33,61.0,25.0,54.7,47.7,63.4,60.0,10.8
2539,Yorwin Lobo,"774,999","449,542",27,67.5,54.3,56.7,59.0,69.9,46.4,12.6
2540,Romain Matthys,"450,000","448,807",22,10.0,10.3,31.2,16.7,34.7,13.9,61.8
2541,Abdulrahman Al Barakah,"375,000","448,584",29,62.5,61.7,58.8,56.7,67.3,44.8,10.8
2542,John Mary,"774,999","447,927",27,61.0,14.7,46.7,45.0,64.1,56.5,8.6
2543,Oh Seung Hoon,"424,999","447,794",32,16.0,16.3,34.2,20.3,43.6,18.0,65.2
2544,Kevin Dawson,"350,000","447,774",30,61.5,56.3,60.8,62.0,76.0,53.9,11.6
2545,Bror Blume,"675,000","446,548",28,67.5,46.7,58.0,58.0,71.4,49.4,10.6
2546,Emanuele Cicerelli,"375,000","446,429",26,67.5,24.3,46.3,52.7,61.1,52.0,9.4
2547,Sid Nelson,"450,000","445,855",24,47.0,61.7,51.3,42.7,56.9,32.6,11.8
2548,Luke McCullough,"350,000","445,132",26,56.0,61.7,56.8,55.0,56.3,42.9,10.2
2549,Koki Kotegawa,"450,000","444,712",30,64.0,34.3,56.3,63.0,63.3,59.1,11.2
2550,Shaun Miller,"275,000","443,966",32,62.5,25.0,49.2,40.0,77.1,53.9,13.2
2551,Simon Asta,"400,000","443,804",19,59.5,61.7,51.7,46.3,64.3,35.8,8.4
2552,Rafinha,"450,000","443,774",27,66.0,51.7,58.8,59.3,65.9,52.2,10.8
2553,Zou Dehai,"499,999","443,432",27,19.0,17.0,27.8,23.7,47.6,19.1,63.6
2554,Luc Ihorst,"499,999","443,305",20,57.5,23.3,51.8,39.3,55.6,53.9,11.4
2555,Rodin Quiñones,"499,999","443,242",25,63.5,54.7,47.0,61.3,74.9,48.1,12.0
2556,Arthur Gnahoua,"400,000","442,735",28,62.5,23.0,49.3,53.7,76.3,53.5,8.8
2557,Wu Yan,"424,999","442,449",31,20.0,19.7,43.7,39.7,54.0,20.2,64.4
2558,Kwame Kizito,"499,999","442,286",24,61.5,14.3,48.2,38.0,62.6,51.4,9.4
2559,Dionicio Escalante,"450,000","442,171",30,57.5,62.3,60.5,62.0,61.7,48.9,12.0
2560,Orhan Ademi,"400,000","441,691",28,60.5,24.7,52.3,46.0,63.7,55.4,11.6
2561,Aaron Herzog,"400,000","441,561",22,58.0,60.7,54.0,59.3,64.9,44.2,10.0
2562,Tobias Schützenauer,"400,000","441,284",23,17.0,18.0,28.0,23.3,39.9,21.5,63.0
2563,Adetayo Edun,"550,000","440,889",22,62.5,55.3,59.3,59.0,66.4,41.0,11.2
2564,Michael Almebäck,"400,000","440,715",32,38.0,64.7,50.3,46.7,70.4,34.1,10.4
2565,Brandon Vazquez,"675,000","440,679",21,56.5,13.3,51.7,45.3,63.6,54.2,11.2
2566,Ezequiel Cérica,"599,999","440,591",33,58.0,23.7,55.3,47.7,66.7,61.2,11.4
2567,Roope Riski,"474,999","439,392",29,63.0,39.0,51.5,52.7,75.3,59.1,13.4
2568,Julian Gölles,"450,000","439,278",20,60.0,60.3,55.7,51.0,62.4,49.1,9.6
2569,Víctor Ruiz,"450,000","439,262",25,50.5,60.7,53.5,56.0,73.1,40.0,10.0
2570,Mathias Fetsch,"524,999","438,956",31,58.0,30.3,60.3,49.3,60.7,56.9,12.0
2571,Saeed Juma,"400,000","438,787",22,52.0,59.3,56.3,52.0,72.3,39.2,10.2
2572,Karlo Muhar,"474,999","438,659",24,56.5,61.0,56.7,52.7,63.6,43.4,8.2
2573,Florian Michel,"575,000","438,457",28,67.5,52.7,53.3,61.0,69.3,51.9,9.8
2574,Ryan Broom,"599,999","438,325",24,63.5,54.7,57.2,58.7,70.7,50.2,10.0
2575,Archie Collins,"524,999","438,174",21,62.0,54.7,56.5,56.0,72.0,48.1,9.6
2576,José García,"424,999","437,636",22,57.5,59.3,56.5,60.3,57.4,46.4,7.6
2577,Sam Sanna,"424,999","436,648",21,65.0,49.3,53.7,60.7,60.0,53.5,7.6
2578,Hwang Seok Ho,"524,999","436,576",31,48.5,64.0,51.5,41.3,54.4,37.2,12.2
2579,Oladapo Afolayan,"249,999","436,347",22,60.0,23.0,49.7,50.7,67.7,53.2,11.2
2580,Hamed Al Ghamdi,"400,000","435,344",21,64.5,52.3,47.5,61.3,67.3,50.8,10.4
2581,Tom Duponchelle,"299,999","434,978",24,57.5,61.3,54.2,52.3,67.7,33.0,10.4
2582,Alberto Gerbo,"450,000","434,819",30,65.0,49.7,60.8,62.0,73.4,50.0,10.8
2583,Braian Galván,"625,000","434,019",19,60.5,40.0,54.0,58.0,70.4,52.9,9.2
2584,Boris Cespedes,"219,999","433,320",25,57.5,60.7,57.8,57.0,60.9,42.5,11.2
2585,Marvin Vallecilla,"550,000","433,079",29,59.5,59.7,56.0,58.3,77.9,41.1,13.4
2586,Daniel Drescher,"375,000","432,705",30,38.0,62.7,52.0,40.3,44.3,30.9,13.8
2587,Isaac Vassell,"575,000","432,221",27,60.0,25.0,56.2,48.0,74.1,52.0,12.8
2588,Andrés Murillo,"824,999","432,158",24,41.0,62.7,51.5,48.3,62.9,44.4,11.0
2589,Mohamed Gouaida,"424,999","430,846",27,65.5,33.0,49.7,56.7,69.3,49.8,12.6
2590,Rory Holden,"524,999","430,817",23,62.0,35.0,49.3,59.3,70.1,50.6,10.8
2591,Diego Barreto,"550,000","430,790",27,63.0,46.7,50.8,66.0,67.0,53.4,13.6
2592,Enrique Peña Zauner,"275,000","430,277",20,61.0,34.3,44.3,61.3,64.9,52.5,11.4
2593,Tomáš Ostrák,"424,999","429,867",20,62.5,54.3,51.3,63.7,63.4,52.6,8.8
2594,Lennart Moser,"599,999","429,707",20,10.0,11.7,26.2,16.7,32.1,15.2,62.2
2595,Anthony Syhre,"550,000","428,947",25,31.0,63.3,49.0,29.0,66.0,33.4,8.2
2596,Pablo Cifuentes,"575,000","428,562",32,52.0,62.0,60.8,54.7,76.0,45.4,12.4
2597,Alexander Rossipal,"450,000","428,291",24,57.5,61.3,52.0,55.7,69.9,40.2,9.6
2598,José Torres,"424,999","428,127",27,60.5,29.0,51.5,61.3,72.0,51.8,8.6
2599,Iván Martín,"550,000","427,938",21,64.5,39.3,51.3,60.7,54.1,55.2,8.4
2600,Ryan Johnson Laursen,"675,000","427,355",28,62.5,61.0,53.5,61.0,70.6,37.9,10.6
2601,Alessandro Buongiorno,"625,000","427,233",21,55.5,62.3,54.5,52.7,59.6,49.0,10.8
2602,Ma Xingyu,"200,000","425,384",30,56.5,61.3,60.7,51.0,64.0,39.0,9.4
2603,Kevin Moreno,"700,000","425,055",20,34.0,61.0,48.5,35.0,63.4,35.0,10.8
2604,Ahn Tae Hyun,"474,999","425,051",27,64.0,56.7,58.7,52.3,69.7,49.6,9.6
2605,Mathias Hebo Rasmussen,"400,000","424,965",25,61.0,53.0,60.8,58.3,67.4,54.5,13.6
2606,Cody Cropper,"400,000","424,794",27,17.0,15.0,32.3,14.3,41.1,18.0,63.4
2607,Kim Sun Min,"550,000","424,713",28,63.5,52.0,59.5,54.7,75.4,53.9,11.6
2608,Marco Hiller,"575,000","424,623",23,12.0,11.3,22.2,21.0,38.4,15.2,63.0
2609,Ken Nkuba,"299,999","424,578",18,68.0,19.3,41.3,51.3,64.3,40.5,11.0
2610,Erkan Eyibil,"324,999","423,617",19,62.5,33.3,47.3,60.0,61.0,49.8,11.6
2611,Aaron Lewis,"375,000","422,736",22,56.0,62.3,51.7,42.7,64.6,39.2,11.0
2612,Christian Conteh,"800,000","422,704",21,68.0,28.0,46.7,46.7,68.7,43.9,10.8
2613,Njegoš Kupusović,"275,000","422,511",19,58.5,11.0,43.0,43.3,66.9,56.4,11.4
2614,Altube,"675,000","422,405",20,13.0,11.3,27.7,22.3,33.6,15.4,61.6
2615,Rostyn Griffiths,"400,000","422,045",32,60.5,62.3,62.3,61.3,61.6,51.8,9.8
2616,Gaëtan Arib,"450,000","421,922",20,59.0,57.7,53.8,57.7,68.1,40.0,9.4
2617,Nelson Ibáñez,"109,999","421,765",38,18.0,13.7,31.2,22.0,48.0,20.6,70.6
2618,Billy King,"474,999","420,336",26,62.0,24.3,45.8,59.7,69.9,49.2,10.0
2619,Amaar Ali Al Dohaim,"350,000","420,288",27,46.0,61.3,55.2,45.0,65.6,41.9,11.4
2620,Jon Guthrie,"550,000","420,177",28,53.0,63.3,52.5,50.0,63.0,37.0,10.6
2621,David Kasumu,"474,999","419,585",20,61.0,56.0,57.2,57.3,66.1,50.4,12.0
2622,Corral,"299,999","419,565",22,49.0,61.7,48.2,41.3,60.9,30.6,13.2
2623,Bradden Inman,"575,000","419,360",28,65.5,44.0,46.0,62.7,69.7,55.0,10.8
2624,Yuriy Yakovenko,"474,999","419,253",27,57.0,28.0,57.0,42.7,63.7,51.2,8.2
2625,Mark Brink,"400,000","418,241",22,64.0,46.3,55.7,59.7,65.9,49.8,10.8
2626,Michał Buchalik,"375,000","417,627",31,17.5,20.0,36.2,29.3,42.3,17.8,64.6
2627,Egzon Binaku,"450,000","417,100",25,65.0,59.0,49.2,53.3,71.9,40.2,10.6
2628,Santiago Montiel,"299,999","416,927",19,57.0,58.3,58.3,54.0,61.6,49.5,9.6
2629,Wesley Moustache,"179,999","416,752",21,52.5,62.0,49.8,45.3,62.6,36.9,9.2
2630,Jakub Rzeźniczak,"499,999","416,658",33,51.0,64.3,58.2,56.3,73.6,47.4,10.8
2631,Flavio Ciampichetti,"400,000","416,349",32,57.0,30.0,54.3,37.7,62.0,58.6,8.0
2632,Gustavo Torres,"700,000","416,148",24,63.5,55.7,52.5,56.0,73.9,52.6,11.6
2633,Tomás Diáz,"474,999","415,870",23,62.5,31.3,50.0,60.0,65.6,44.8,10.4
2634,Joe Day,"400,000","415,537",30,17.0,15.0,34.3,15.7,57.4,16.9,64.2
2635,Richard Renteria,"424,999","415,422",24,33.0,63.7,45.7,33.0,63.4,30.5,8.8
2636,Viktor Agardius,"450,000","414,664",30,62.0,60.7,57.3,61.3,70.9,41.0,10.2
2637,Nicolae Carnat,"550,000","414,544",22,62.0,36.3,52.8,59.0,66.6,52.1,11.0
2638,Tomáš Petrášek,"675,000","414,454",28,40.0,62.7,48.7,37.7,68.9,42.9,9.4
2639,Antonio Porcino,"599,999","414,343",25,67.0,56.7,54.5,58.7,70.0,36.6,9.8
2640,Luca Zanon,"400,000","414,158",24,54.0,61.3,54.7,53.3,64.1,40.2,9.8
2641,Julián Zea,"299,999","414,105",21,58.5,19.0,46.7,41.0,67.9,52.1,7.6
2642,Antony Silva,"649,999","413,783",36,20.5,14.7,36.5,26.0,45.0,19.6,68.4
2643,João Gonçalves,"424,999","413,735",19,9.0,9.3,26.5,14.7,32.9,13.8,61.2
2644,Daan Heymans,"524,999","413,534",21,64.5,48.0,54.2,58.7,61.6,53.1,10.0
2645,Joe Riley,"324,999","413,497",28,61.0,60.3,57.8,55.0,70.9,51.1,10.2
2646,Michael Svoboda,"599,999","413,360",21,52.0,60.3,55.5,53.3,57.1,39.9,9.0
2647,Ben Kantarovski,"350,000","412,814",28,60.0,60.3,59.5,53.0,69.0,41.9,10.4
2648,Juan Manuel Tévez,"400,000","411,860",33,63.0,24.7,53.5,40.3,71.4,53.8,12.6
2649,Tre Pemberton,"400,000","410,547",21,63.0,29.3,46.2,53.0,62.3,53.9,9.8
2650,Tom Krauß,"524,999","410,013",19,55.0,60.3,56.5,59.0,57.6,54.4,8.6
2651,Joshua Bitter,"424,999","409,996",23,51.5,62.3,48.2,55.7,64.7,38.9,9.0
2652,Ken Tokura,"275,000","409,106",34,59.0,20.3,55.0,39.0,61.4,60.5,12.6
2653,Jake Doyle-Hayes,"474,999","408,992",21,60.5,52.0,58.2,60.3,67.7,44.9,8.2
2654,Jonas Thorsen,"299,999","407,705",30,61.0,61.0,57.7,61.7,69.0,45.8,10.4
2655,Enzo Guerrero,"299,999","407,638",29,33.5,63.3,46.3,42.0,51.9,33.1,10.8
2656,Martín Rabuñal,"375,000","407,282",26,55.0,61.7,55.3,59.0,60.7,43.2,9.8
2657,Matty Willock,"375,000","407,246",24,65.0,52.0,56.7,57.0,67.6,49.8,11.8
2658,Perera,"725,000","406,903",23,54.5,61.0,50.3,66.3,63.6,38.9,9.6
2659,Michał Skóraś,"550,000","405,843",20,61.0,32.0,49.8,57.0,71.4,44.0,8.8
2660,Michele Currarino,"275,000","405,200",28,62.5,22.3,48.7,38.7,61.7,52.4,11.4
2661,Runar Espejord,"649,999","405,113",24,59.5,24.0,47.0,47.3,62.9,56.4,11.2
2662,Niko Datković,"725,000","405,051",27,31.0,64.7,45.7,42.3,61.6,24.2,9.0
2663,Hamza Hafidi,"424,999","404,765",27,64.5,49.0,58.2,63.0,65.0,50.4,11.2
2664,Handwalla Bwana,"599,999","404,377",23,65.0,38.3,48.8,56.3,66.9,51.8,8.6
2665,Clarke Oduor,"400,000","404,352",21,63.5,56.0,53.2,59.0,66.7,41.9,12.6
2666,Stefan Glarner,"474,999","404,095",32,59.5,65.3,60.2,61.3,72.1,48.2,1.0
2667,Paul O'Vich,"170,000","403,729",28,56.5,20.3,50.8,40.3,48.1,55.5,8.4
2668,Mateo Barać,"900,000","403,638",26,53.5,62.7,54.2,58.7,57.0,54.5,8.2
2669,Jozo Stanić,"375,000","402,627",21,39.5,62.7,44.8,35.3,56.9,28.4,8.4
2670,Jack Tucker,"424,999","402,443",20,37.0,60.7,44.0,47.7,65.7,28.9,8.8
